word,male,female
close,0.000243036,0.00030262400000000004
told,0.00016500899999999998,0.000214532
twins,6.69087e-06,2.03289e-05
grandchildren,1.3086600000000001e-05,3.01084e-05
nurse,7.37964e-06,2.1329999999999997e-05
women,0.000117877,0.000159936
moms,2.0663e-06,1.20126e-05
until,0.000151529,0.000198284
julie,1.77111e-06,1.10885e-05
thinks,3.11913e-05,5.39795e-05
hair,3.4831899999999994e-05,5.867669999999999e-05
dinner,4.0342e-05,6.5684e-05
salad,1.13154e-05,2.66432e-05
surveys,1.55464e-05,3.27265e-05
library,4.4081e-05,7.022719999999999e-05
bed,3.47335e-05,5.8137700000000004e-05
their,0.00132381,0.0014493599999999998
husbands,2.4598800000000002e-06,1.19355e-05
grocery,1.58416e-05,3.2649500000000006e-05
granddaughter,4.4277800000000005e-06,1.53237e-05
always,0.000810481,0.0009076409999999999
grandson,5.01815e-06,1.6247699999999997e-05
phone,0.00023909999999999998,0.000293229
has,0.0009054320000000001,0.00100744
carol,1.57432e-06,1.00105e-05
daddy,8.36359e-06,2.1407e-05
grandma,9.24915e-06,2.2716e-05
preschool,2.16469e-06,1.10115e-05
sewing,1.27914e-06,9.24042e-06
having,0.000325786,0.000387174
blah,3.5815800000000004e-05,5.8291699999999996e-05
kept,6.21857e-05,9.07102e-05
'em,0.0005292680000000001,0.000605941
dear,7.57643e-06,1.98669e-05
freebies,4.91976e-07,7.39234e-06
wish,9.96743e-05,0.000134448
nephew,6.59248e-06,1.81728e-05
sarah,2.16469e-06,1.06265e-05
amy,2.75506e-06,1.17045e-05
adults,1.82031e-05,3.48056e-05
mary,9.54433e-06,2.2562000000000002e-05
help,0.000240478,0.000292151
dad,0.000115319,0.000151851
nancy,4.52618e-06,1.4630699999999999e-05
laurie,1.9679e-06,1.00875e-05
sisters,2.8928200000000002e-05,4.8666200000000005e-05
-cause,3.32576e-05,5.41335e-05
cindy,2.16469e-06,1.03955e-05
true,0.000655509,0.000737309
talk,0.0006537369999999999,0.000735307
stores,2.78458e-05,4.6972200000000004e-05
melissa,1.27914e-06,8.54739e-06
aunt,1.4070499999999999e-05,2.8568300000000002e-05
watches,1.34801e-05,2.77213e-05
taught,4.04404e-05,6.26809e-05
bet,6.29729e-05,8.99401e-05
heather,8.85556e-07,7.54635e-06
gone,0.00016530400000000002,0.000206677
doesn't,0.000540386,0.000612948
couponing,1.9679e-07,6.006280000000001e-06
excited,1.7711099999999997e-05,3.3188499999999996e-05
away,0.000373902,0.0004343
refund,1.27914e-06,8.239380000000001e-06
easter,1.42673e-05,2.84143e-05
florida,0.000112662,0.000146846
appropriate,1.9679e-05,3.5498600000000006e-05
fine,0.00016491,0.000205291
teachers,0.000113646,0.00014761600000000002
get,0.00324989,0.0034195700000000002
fabulous,3.05025e-06,1.1319499999999999e-05
teach,9.48529e-05,0.000126055
shopper,2.85346e-06,1.09345e-05
wedding,1.7317499999999998e-05,3.21875e-05
bread,1.04299e-05,2.2638999999999998e-05
girls,7.576430000000001e-05,0.000103724
susan,3.64062e-06,1.22436e-05
dance,1.23978e-05,2.54112e-05
with,0.0038300300000000003,0.00401188
younger,0.000104791,0.000137066
flowers,7.37964e-06,1.80958e-05
thirteen,3.63078e-05,5.63666e-05
nursing,6.887660000000001e-06,1.73258e-05
birthday,2.5386e-05,4.2582999999999995e-05
donna,1.86951e-06,9.009410000000001e-06
internet,0.00017415899999999998,0.000214763
wouldn't,0.00046403199999999996,0.000528706
found,0.000194921,0.00023771
town,0.000143755,0.00018065
news,0.000256024,0.000304395
many,0.000591158,0.000663154
nervous,1.86951e-05,3.36505e-05
panic,2.85346e-05,4.6356099999999995e-05
going,0.00196928,0.00209842
ice,3.8374099999999996e-05,5.85997e-05
exactly,0.0008930349999999999,0.000980178
time,0.00198542,0.00211405
sew,6.88766e-07,6.4683e-06
ours,2.0663000000000002e-05,3.60377e-05
sent,3.96533e-05,5.9908700000000005e-05
everybody,0.000448092,0.000510225
on,0.00485265,0.00505035
hadn't,3.86693e-05,5.85997e-05
clothes,2.47956e-05,4.11969e-05
paper,7.20253e-05,9.81795e-05
aerobics,3.837410000000001e-06,1.20896e-05
she'd,1.99742e-05,3.49596e-05
jessica,1.27914e-06,7.54635e-06
angela,7.87161e-07,6.5453e-06
yoga,6.39569e-06,1.6093699999999998e-05
jennifer,6.1005e-06,1.56317e-05
church,4.59505e-05,6.722410000000001e-05
dancing,8.56038e-06,1.9250900000000002e-05
divorced,4.2506700000000004e-05,6.29889e-05
ebay,7.57643e-06,1.77878e-05
ew,3.34544e-06,1.11655e-05
cathy,1.77111e-06,8.39338e-06
one,0.00307977,0.0032356100000000003
belong,1.00363e-05,2.1329999999999997e-05
month,0.000134309,0.000168715
finally,4.98863e-05,7.17673e-05
well,0.00485324,0.0050475
wasn't,0.00036455399999999995,0.000419592
-em,1.02331e-05,2.1561e-05
pam,2.65667e-06,9.93346e-06
quit,6.4744e-05,8.92471e-05
judy,3.4438300000000004e-06,1.12425e-05
store,8.156959999999999e-05,0.000108652
craft,3.05025e-06,1.05495e-05
groceries,3.2470400000000003e-06,1.08575e-05
parent,3.7587000000000005e-05,5.66746e-05
imagine,0.000140803,0.00017541399999999998
learning,6.769589999999999e-05,9.24042e-05
chocolate,8.0684e-06,1.82498e-05
lady,4.38842e-05,6.414390000000001e-05
loved,3.90629e-05,5.8291699999999996e-05
teaching,5.69708e-05,7.96987e-05
each,0.000255237,0.000300545
virginia,4.05388e-05,5.98317e-05
fourteen,2.95185e-05,4.62791e-05
pray,6.29729e-06,1.54007e-05
restaurants,7.70434e-05,0.000102646
tennessee,2.30245e-05,3.80397e-05
gossiping,2.84362e-05,4.48161e-05
mothers,7.478030000000001e-06,1.7094799999999998e-05
april,8.757170000000001e-06,1.89429e-05
dress,1.16106e-05,2.29471e-05
crying,9.937910000000001e-06,2.05599e-05
care,0.00025996,0.00030470299999999997
kim,5.01815e-06,1.33216e-05
laura,3.14865e-06,1.03185e-05
shocked,9.05236e-06,1.9250900000000002e-05
ahah,5.12639e-05,7.22293e-05
safe,4.28019e-05,6.20648e-05
girl,0.00012171500000000001,0.00015231299999999998
animals,4.91976e-05,6.93802e-05
watched,0.00015074100000000003,0.0001845
cartoons,4.62457e-06,1.24746e-05
candy,9.937910000000001e-06,2.02519e-05
yet,0.000199939,0.00023847999999999998
cookies,3.14865e-06,1.00875e-05
needs,6.74007e-05,9.05561e-05
diane,1.57432e-06,7.31534e-06
anybody,0.00017789799999999998,0.00021414699999999998
knew,0.000155071,0.000189044
neighbor,1.60384e-05,2.84143e-05
vulgar,4.23099e-06,1.1781499999999999e-05
enjoy,0.00014837999999999999,0.00018157400000000002
angie,3.9358100000000004e-07,4.92823e-06
no,0.00311096,0.0032554000000000003
ages,7.97001e-06,1.73258e-05
makes,0.00028485399999999997,0.000329806
sharon,4.23099e-06,1.17045e-05
luggage,5.805310000000001e-06,1.4091599999999999e-05
tiny,1.46609e-05,2.63352e-05
computer,0.00036475099999999996,0.000414587
pat,4.9197600000000005e-06,1.26286e-05
duct,4.1326e-06,1.13965e-05
silly,1.7907900000000002e-05,3.0493400000000002e-05
afford,5.2543e-05,7.253730000000001e-05
reader,3.2470400000000003e-06,9.93346e-06
grandmother,1.7907900000000002e-05,3.04164e-05
neighbors,1.7907900000000002e-05,3.04164e-05
hoping,2.72555e-05,4.21979e-05
elementary,2.05646e-05,3.38045e-05
teenage,4.821360000000001e-06,1.2397600000000001e-05
restaurant,0.000103709,0.000130829
tina,1.08235e-06,6.08328e-06
elizabeth,1.67272e-06,7.161330000000001e-06
foster,3.4438300000000004e-06,1.01645e-05
teacher,0.000102429,0.000129289
teenager,1.34801e-05,2.44871e-05
kentucky,1.65304e-05,2.84913e-05
patty,2.16469e-06,8.008369999999999e-06
grandchild,1.47593e-06,6.77631e-06
site,2.85346e-05,4.3584e-05
bake,2.85346e-06,9.16342e-06
'cause,0.00140489,0.0014988699999999998
rebecca,2.9518499999999995e-07,4.389199999999999e-06
laundry,3.64062e-06,1.03955e-05
please,2.79442e-05,4.2737e-05
jane,1.1807399999999998e-06,6.16028e-06
niece,8.757170000000001e-06,1.79418e-05
adult,2.41068e-05,3.7962699999999995e-05
decorating,9.83952e-07,5.77526e-06
stephanie,2.75506e-06,8.93241e-06
cancer,2.78458e-05,4.2582999999999995e-05
sandra,1.47593e-06,6.699309999999999e-06
deborah,6.88766e-07,5.15924e-06
small,0.000186065,0.000221
blessed,4.4277800000000005e-06,1.1550499999999999e-05
sixteen,3.77837e-05,5.45185e-05
helps,5.7266e-05,7.738849999999999e-05
carolina,4.3982599999999995e-05,6.183379999999999e-05
kitchen,1.13154e-05,2.1329999999999997e-05
rebate,4.91976e-07,4.697219999999999e-06
antique,1.27914e-06,6.23729e-06
waitressing,1.9679e-07,4.00418e-06
scrapbooking,0.0,3.54216e-06
schools,0.00022994999999999998,0.000267972
fiance,5.60852e-06,1.31676e-05
childcare,8.85556e-07,5.39025e-06
charter,2.65667e-06,8.54739e-06
censored,1.14138e-05,2.1253e-05
brother,0.000125946,0.000154315
cheryl,9.83952e-07,5.54425e-06
missouri,1.46609e-05,2.5488199999999998e-05
cooking,4.2506700000000004e-05,5.96007e-05
doll,8.85556e-07,5.3132400000000005e-06
weight,5.4215699999999997e-05,7.32304e-05
sick,0.00014257499999999998,0.000172334
dawn,2.16469e-06,7.6233500000000005e-06
shirley,1.1807399999999998e-06,5.8522699999999995e-06
grandparents,1.9383800000000002e-05,3.14174e-05
asthma,7.08445e-06,1.50927e-05
purse,2.0663e-06,7.39234e-06
walk,0.00015477600000000002,0.000185347
remember,0.000378428,0.000425136
tired,3.79805e-05,5.39025e-05
right,0.00641458,0.0066003599999999996
christine,8.85556e-07,5.15924e-06
merchandising,1.77111e-06,6.77631e-06
turned,6.60232e-05,8.6321e-05
avon,2.9518499999999995e-07,3.92718e-06
crochet,9.83952e-08,3.46516e-06
everyday,2.4894e-05,3.7962699999999995e-05
huh-uh,9.83952e-07,5.3132400000000005e-06
pamela,7.87161e-07,4.92823e-06
hope,0.000125257,0.00015246700000000002
january,1.07251e-05,1.98669e-05
grandkids,6.887660000000001e-06,1.45537e-05
outside,0.00021381299999999998,0.000248644
snow,6.79911e-05,8.832299999999999e-05
homework,1.67272e-05,2.7644300000000002e-05
robyn,2.9518499999999995e-07,3.85018e-06
yard,3.00105e-05,4.4046e-05
scares,8.56038e-06,1.6863800000000003e-05
waited,1.14138e-05,2.07139e-05
hardly,2.5976299999999997e-05,3.91178e-05
lucky,5.80531e-05,7.68495e-05
kansas,1.95806e-05,3.11864e-05
nascar,5.903710000000001e-06,1.30906e-05
treadmill,8.36359e-06,1.65558e-05
telling,8.95396e-05,0.000112425
gorgeous,6.78927e-06,1.43227e-05
celebrate,2.20405e-05,3.4189599999999995e-05
somebody,0.000539993,0.000593851
rhonda,2.9518499999999995e-07,3.7731699999999997e-06
rachel,1.9679e-06,6.93032e-06
tape,2.49924e-05,3.7731699999999997e-05
started,0.000273145,0.00031163299999999996
welfare,1.43657e-05,2.44101e-05
bought,6.34649e-05,8.27788e-05
strawberries,6.88766e-07,4.54321e-06
tell,0.000438055,0.000486123
touch,4.67377e-05,6.345089999999999e-05
bingo,1.86951e-06,6.699309999999999e-06
paula,1.1807399999999998e-06,5.46725e-06
stitch,5.903709999999999e-07,4.3122e-06
denise,9.83952e-07,5.08223e-06
censorship,4.53602e-05,6.17568e-05
checked,1.95806e-05,3.08784e-05
lila,4.91976e-07,4.08119e-06
aw,5.805310000000001e-06,1.27056e-05
potter,9.64273e-06,1.8018799999999998e-05
gifted,1.1807399999999998e-06,5.39025e-06
embarrassed,4.52618e-06,1.07805e-05
tomatoes,4.52618e-06,1.07805e-05
dr,1.27914e-06,5.54425e-06
disney,1.16106e-05,2.05599e-05
disgusting,1.1905799999999999e-05,2.0945e-05
gift,1.2201e-05,2.1329999999999997e-05
r._m._c.,9.83952e-08,3.15714e-06
upset,3.2863999999999996e-05,4.68181e-05
beth,1.37753e-06,5.698260000000001e-06
caroline,4.91976e-07,4.00418e-06
jokes,6.48424e-05,8.37798e-05
jen,6.88766e-07,4.389199999999999e-06
day,0.0008277989999999999,0.000891624
mouse,6.9860600000000005e-06,1.42457e-05
emily,9.83952e-07,4.92823e-06
liz,7.87161e-07,4.54321e-06
done,0.000492468,0.00054172
sinus,3.837410000000001e-06,9.625439999999999e-06
kathy,2.5582699999999997e-06,7.6233500000000005e-06
maid,1.37753e-06,5.6212600000000005e-06
pilates,1.37753e-06,5.6212600000000005e-06
pregnancy,1.37753e-06,5.6212600000000005e-06
okay,0.00278163,0.0028960300000000004
exercising,2.96169e-05,4.2659999999999995e-05
should've,9.74112e-06,1.78648e-05
jenny,1.67272e-06,6.08328e-06
pictures,2.97153e-05,4.2737e-05
olympics,1.61368e-05,2.61042e-05
freebie,1.37753e-06,5.54425e-06
sheryl,9.83952e-08,3.0031400000000004e-06
cat,0.000168551,0.00019743700000000001
bachelorette,7.08445e-06,1.41686e-05
sweetie,3.9358100000000004e-07,3.61917e-06
cry,6.4940800000000005e-06,1.33216e-05
several,5.6281999999999994e-05,7.34614e-05
find,0.000518247,0.0005675929999999999
frightening,6.887660000000001e-06,1.3860599999999999e-05
erica,5.903709999999999e-07,4.00418e-06
becky,7.87161e-07,4.389199999999999e-06
catherine,7.87161e-07,4.389199999999999e-06
hate,9.83952e-05,0.00012058799999999999
harder,4.44746e-05,5.98317e-05
com,3.3356000000000004e-05,4.68181e-05
praying,1.86951e-06,6.31429e-06
able,0.00031948899999999995,0.00035822
alice,6.88766e-07,4.15819e-06
shoppers,1.1807399999999998e-06,5.08223e-06
adopted,8.65877e-06,1.61707e-05
bless,5.60852e-06,1.19355e-05
rebates,7.87161e-07,4.3122e-06
renee,5.903709999999999e-07,3.92718e-06
i-i,2.9518499999999995e-07,3.31115e-06
jeanette,1.9679e-07,3.08014e-06
before,0.000554949,0.0006049400000000001
thyroid,0.0,2.6181199999999997e-06
lunch,2.52876e-05,3.69617e-05
tammy,1.1807399999999998e-06,5.00523e-06
amanda,9.83952e-07,4.62021e-06
learned,5.1952599999999995e-05,6.799410000000001e-05
decorations,5.903709999999999e-07,3.85018e-06
louise,5.903709999999999e-07,3.85018e-06
puppy,1.1709e-05,2.00209e-05
momma,1.9679e-06,6.31429e-06
waitress,4.52618e-06,1.02415e-05
night,0.000220405,0.00025180199999999997
hers,4.0342e-06,9.47143e-06
illinois,2.04662e-05,3.08784e-05
marriage,6.01194e-05,7.70035e-05
moved,0.000151922,0.000178032
recipe,3.73902e-06,9.009410000000001e-06
tried,0.00012909399999999998,0.000153237
depressing,8.36359e-06,1.54777e-05
neither,5.1362299999999994e-05,6.69931e-05
walmart,7.18285e-06,1.3860599999999999e-05
puppies,4.1326e-06,9.54844e-06
first,0.0007945410000000001,0.000852198
holly,4.91976e-07,3.54216e-06
wyoming,1.67272e-06,5.698260000000001e-06
hospital,3.06009e-05,4.2891e-05
recipes,3.93581e-06,9.24042e-06
room,9.3377e-05,0.000113888
censor,1.67272e-05,2.61042e-05
posted,4.9197600000000005e-06,1.06265e-05
curves,7.87161e-07,4.08119e-06
bye,1.21026e-05,2.02519e-05
nicole,3.2470400000000003e-06,8.16237e-06
censoring,4.23099e-06,9.625439999999999e-06
glued,2.95185e-06,7.70035e-06
gloria,2.9518499999999995e-07,3.08014e-06
leah,2.9518499999999995e-07,3.08014e-06
shops,8.0684e-06,1.4938700000000001e-05
fast,8.40295e-05,0.000103339
hysterical,3.837410000000001e-06,9.009410000000001e-06
food,0.000270882,0.000304549
barbie,4.91976e-07,3.46516e-06
bedtime,0.0,2.38711e-06
gretchen,9.83952e-08,2.6181199999999997e-06
barb,6.88766e-07,3.85018e-06
gail,6.88766e-07,3.85018e-06
potty,1.77111e-06,5.77526e-06
chat,1.51529e-05,2.4025099999999998e-05
divorce,5.14607e-05,6.67621e-05
choice,6.189059999999999e-05,7.85436e-05
vegetable,3.4438300000000004e-06,8.39338e-06
phonics,3.9358100000000004e-07,3.23415e-06
bowling,1.02331e-05,1.77108e-05
kitty,2.65667e-06,7.161330000000001e-06
babysit,1.08235e-06,4.54321e-06
blonde,6.4940800000000005e-06,1.27056e-05
else,0.000542256,0.000588923
t._v.,0.000438744,0.00048081
exercise,0.000126733,0.000149849
baskets,1.9679e-07,2.77213e-06
refunds,1.9679e-07,2.77213e-06
meals,1.4464100000000001e-05,2.3024100000000002e-05
toys,7.37964e-06,1.3860599999999999e-05
ugh,8.0684e-06,1.4784700000000001e-05
homemaker,4.91976e-07,3.38816e-06
supportive,5.805310000000001e-06,1.17045e-05
diana,6.88766e-07,3.7731699999999997e-06
hus-,6.88766e-07,3.7731699999999997e-06
important,0.000219815,0.000249722
monique,0.0,2.31011e-06
hobby,7.94049e-05,9.77945e-05
hurt,8.39311e-05,0.00010279999999999999
heavens,9.83952e-07,4.3122e-06
makeup,9.83952e-07,4.3122e-06
marilyn,9.83952e-07,4.3122e-06
melanie,9.83952e-07,4.3122e-06
aware,4.62457e-05,6.05248e-05
breast,2.3614799999999996e-06,6.6223e-06
remarried,4.52618e-06,9.856450000000001e-06
barney,3.9358100000000004e-07,3.15714e-06
yay,1.47593e-06,5.15924e-06
vicky,7.87161e-07,3.92718e-06
stepson,5.903709999999999e-07,3.54216e-06
precious,1.57432e-06,5.3132400000000005e-06
alabama,1.62352e-05,2.51032e-05
boyfriends,1.27914e-06,4.77422e-06
christie,4.91976e-07,3.31115e-06
danielle,4.91976e-07,3.31115e-06
margaret,2.0663e-06,6.08328e-06
peggy,9.83952e-08,2.4641099999999997e-06
mart,1.37753e-06,4.92823e-06
green,2.56811e-05,3.64227e-05
visit,5.33302e-05,6.830209999999999e-05
bloom,3.9358100000000004e-07,3.08014e-06
rude,8.265190000000001e-06,1.48617e-05
gardening,7.57643e-06,1.39376e-05
disability,6.1005e-06,1.19355e-05
innocent,1.81047e-05,2.72592e-05
inappropriate,8.1668e-06,1.4707700000000002e-05
clue,1.28898e-05,2.0791e-05
ellen,1.1807399999999998e-06,4.54321e-06
learn,0.000153988,0.000178494
baking,2.0663e-06,6.006280000000001e-06
adore,1.9679e-07,2.6181199999999997e-06
evelyn,4.91976e-07,3.23415e-06
magazine,1.67272e-05,2.5488199999999998e-05
jill,9.83952e-07,4.15819e-06
kittens,6.1005e-06,1.18585e-05
humor,9.98711e-05,0.000119586
morning,9.937909999999999e-05,0.000119047
tonight,4.21131e-05,5.52885e-05
janet,7.87161e-07,3.7731699999999997e-06
marie,1.67272e-06,5.3132400000000005e-06
wear,3.07977e-05,4.21979e-05
friend,0.000445435,0.000485738
wanting,3.03057e-05,4.1581899999999996e-05
nap,2.75506e-06,7.00732e-06
elaine,8.85556e-07,3.92718e-06
hear,0.000375673,0.000412585
asleep,1.01347e-05,1.7094799999999998e-05
wait,0.000117582,0.000138606
kelly,5.903710000000001e-06,1.14735e-05
beautiful,7.33044e-05,9.00941e-05
babysitter,2.95185e-06,7.23833e-06
anita,3.9358100000000004e-07,2.9261300000000002e-06
gina,3.9358100000000004e-07,2.9261300000000002e-06
certificates,1.1807399999999998e-06,4.389199999999999e-06
flower,2.3614799999999996e-06,6.31429e-06
kate,8.85556e-07,3.85018e-06
minute,7.00574e-05,8.6321e-05
nurses,4.1326e-06,8.93241e-06
bitty,1.37753e-06,4.697219999999999e-06
shop,3.04041e-05,4.1427900000000004e-05
sexual,1.29882e-05,2.05599e-05
bonnie,1.9679e-07,2.4641099999999997e-06
quilt,1.9679e-07,2.4641099999999997e-06
betty,1.57432e-06,5.00523e-06
boxes,6.78927e-06,1.25516e-05
should,0.000790015,0.00084188
delete,7.87161e-07,3.61917e-06
explain,1.86951e-05,2.74903e-05
enough,0.000327656,0.000361224
rural,1.48577e-05,2.2793e-05
jo,3.9358100000000004e-07,2.8491300000000004e-06
patricia,3.9358100000000004e-07,2.8491300000000004e-06
joyce,5.903709999999999e-07,3.23415e-06
peas,1.27914e-06,4.4662e-06
careful,2.94202e-05,4.01188e-05
father,9.2885e-05,0.000111116
sat,1.78095e-05,2.63352e-05
phyllis,2.9518499999999995e-07,2.6181199999999997e-06
herself,1.24962e-05,1.97899e-05
p._t._a.,6.88766e-07,3.38816e-06
yum,6.88766e-07,3.38816e-06
cynthia,4.91976e-07,3.0031400000000004e-06
diaper,4.91976e-07,3.0031400000000004e-06
spa,4.91976e-07,3.0031400000000004e-06
horses,8.46198e-06,1.4630699999999999e-05
lord,2.12534e-05,3.04164e-05
oprah,3.54223e-06,7.93136e-06
swear,9.839520000000001e-06,1.6401800000000003e-05
gifts,9.54433e-06,1.60167e-05
scrap,1.08235e-06,4.08119e-06
sandy,2.3614799999999996e-06,6.16028e-06
nephews,7.18285e-06,1.29366e-05
be,0.004528239999999999,0.004647930000000001
gecko,0.0,1.92509e-06
shelley,7.87161e-07,3.54216e-06
lap,4.9197600000000005e-06,9.856450000000001e-06
watching,0.00026015699999999996,0.000289533
favorite,0.00013942599999999998,0.000161168
lovely,5.21494e-06,1.02415e-05
sale,8.1668e-06,1.41686e-05
decorate,1.47593e-06,4.697219999999999e-06
assistance,4.1326e-06,8.7014e-06
soap,8.36359e-06,1.4399699999999999e-05
haven't,0.00045232299999999997,0.000490512
forum,5.01815e-06,9.93346e-06
huston,2.9518499999999995e-07,2.54112e-06
golly,2.4598800000000002e-06,6.23729e-06
olive,4.0342e-06,8.54739e-06
took,0.000206827,0.000232859
christina,1.08235e-06,4.00418e-06
wondered,1.0921900000000001e-05,1.76338e-05
ready,6.67119e-05,8.18548e-05
